,round_epochs,val_loss,val_acc,val_fmeasure_acc,loss,acc,fmeasure_acc,first_neuron,activation,optimizer,losses,hidden_layers,batch_size,epochs,dropout,kernel_initializer,lr,last_activation,
481,50,0.6908436255021528,0.709090921011838,0.43780660087412054,0.6894363784790039,0.8320000004768372,0.27849347829818727,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,50,0.0,normal,0.01,sigmoid,481
482,25,0.6931757222522389,0.472727277062156,0.33066928115758026,0.6930566430091858,0.5280000114440918,0.30539855897426604,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,uniform,0.001,sigmoid,482
483,4,0.6931494962085377,0.45454546538266266,0.37979793548583984,0.6933100557327271,0.4320000088214874,0.25386193513870237,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,4,0.0,uniform,0.001,sigmoid,483
484,25,0.6615654338489879,0.709090921011838,0.0,0.6382012414932251,0.8399999928474426,0.07999998569488526,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.01,sigmoid,484
485,10,0.6910892724990845,0.7272727218541232,0.12121210585940968,0.6898858618736267,0.8320000028610229,0.09599998712539673,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.1,uniform,0.1,sigmoid,485
486,4,0.692432701587677,0.6727272759784352,0.44729338721795514,0.6952566170692444,0.43200000524520876,0.2890146231651306,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,4,0.1,normal,0.1,sigmoid,486
487,25,0.6854556528004733,0.7090908993374218,0.41630585898052563,0.6792791843414306,0.8400000143051147,0.3839999580383301,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,25,0.0,normal,0.1,sigmoid,487
488,4,0.6933303692124106,0.472727277062156,0.43434337323362177,0.6932946085929871,0.5120000058412552,0.2790430212020874,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,4,0.2,normal,0.001,sigmoid,488
489,10,0.6799266013232145,0.709090921011838,0.43722939220341767,0.6745779442787171,0.8079999971389771,0.2930793428421021,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,10,0.1,normal,0.1,sigmoid,489
490,4,0.6990218758583069,0.2909090938893231,0.44729338721795514,0.7022108125686646,0.19200000166893005,0.29054015278816225,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,4,0.2,normal,0.001,sigmoid,490
491,25,0.6926798657937483,0.6909091147509488,0.3982683311809193,0.6924219751358032,0.7200000023841858,0.3677982687950134,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,25,0.1,uniform,0.001,sigmoid,491
492,4,0.6933389251882379,0.41818182305856183,0.35959592732516205,0.6931696510314942,0.51200000166893,0.28876187801361086,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.1,uniform,0.001,sigmoid,492
493,25,0.677712700583718,0.709090921011838,0.0,0.6620512199401856,0.8479999923706054,0.14666665077209473,32,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,25,0.1,normal,0.1,sigmoid,493
494,10,0.6531830809333108,0.709090921011838,0.0,0.6304819774627686,0.8320000004768372,0.07199999570846558,16,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,10,0.1,uniform,0.1,sigmoid,494
495,25,0.6925865086642179,0.7454545497894287,0.37603300267999823,0.6922895550727844,0.8160000038146973,0.19748248100280763,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,uniform,0.01,sigmoid,495
496,10,0.6927965987812389,0.672727265141227,0.09090909090909091,0.6924510502815246,0.7279999947547913,0.1555555295944214,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,10,0.1,normal,0.001,sigmoid,496
497,4,0.6734505187381398,0.709090921011838,0.0,0.6606374883651733,0.8399999952316284,0.07999998569488526,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.2,normal,0.001,sigmoid,497
498,50,0.6763296614993702,0.709090921011838,0.0,0.6631114625930786,0.8320000052452088,0.06399999380111694,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.1,uniform,0.1,sigmoid,498
499,25,0.6927904811772433,0.709090921011838,0.12121210315010765,0.6926532363891602,0.8320000004768372,0.05333332538604736,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,25,0.2,uniform,0.001,sigmoid,499
500,4,0.693440784107555,0.4000000059604645,0.4234583215280013,0.6938000988960266,0.37600000977516174,0.28349203944206236,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,10,4,0.2,normal,0.001,sigmoid,500
501,50,0.6669623689218,0.709090921011838,0.356749258258126,0.638820025920868,0.8320000052452088,0.16088887214660644,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.2,normal,0.1,sigmoid,501
502,50,0.692282958464189,0.7454545552080328,0.30303026871247724,0.6921290874481201,0.8000000047683716,0.22888886213302612,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.2,uniform,0.001,sigmoid,502
503,50,0.6335997960784219,0.709090921011838,0.0,0.5880445194244385,0.8320000052452088,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,50,0.0,normal,0.1,sigmoid,503
504,10,0.6974230787970803,0.2909090952439742,0.4500506980852647,0.699844651222229,0.20800000607967375,0.2921904468536377,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,10,0.1,normal,0.01,sigmoid,504
505,4,0.7008877504955638,0.2909090952439742,0.4500506980852647,0.7052837204933167,0.16800000488758088,0.2869467532634735,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.0,uniform,0.01,sigmoid,505
506,4,0.6906144022941589,0.709090921011838,0.0,0.6896923303604126,0.8319999957084656,0.07238094568252564,4,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,10,4,0.2,normal,0.1,sigmoid,506
507,10,0.7062419869683005,0.2909090952439742,0.4500506980852647,0.7115897440910339,0.2160000067949295,0.2905808961391449,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,30,10,0.2,normal,0.01,sigmoid,507
508,10,0.6911941441622648,0.7090909101746299,0.16450214927846735,0.689925241470337,0.82400000333786,0.1733333158493042,16,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,10,0.0,normal,0.01,sigmoid,508
509,25,0.6834927905689586,0.7090908993374218,0.16363634846427225,0.6759730195999145,0.8320000195503234,0.09333332538604737,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,25,0.0,uniform,0.1,sigmoid,509
510,10,0.7059017203070901,0.2909090938893231,0.44729338721795514,0.7128076314926147,0.20800000488758086,0.2921964740753174,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,20,10,0.2,normal,0.001,sigmoid,510
511,25,0.7061341188170693,0.2909090938893231,0.43722939220341767,0.7127454996109008,0.24800000309944153,0.2871181869506836,32,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,25,0.1,normal,0.01,sigmoid,511
512,25,0.6942335583946921,0.3454545573754744,0.454545413905924,0.6945134615898132,0.24000000417232514,0.29855797171592713,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.1,normal,0.001,sigmoid,512
513,50,0.6507419456135143,0.7090908993374218,0.0,0.6196796917915344,0.8320000195503234,0.0,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,0,20,50,0.2,uniform,0.1,sigmoid,513
514,4,0.7066619992256165,0.2909090952439742,0.4500506980852647,0.7137796401977539,0.18400000512599946,0.2877310609817505,8,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,4,0.1,normal,0.01,sigmoid,514
515,50,0.6520416194742377,0.709090921011838,0.19480517235669223,0.6039562606811524,0.8320000052452088,0.20286200046539307,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,1,10,50,0.0,uniform,0.1,sigmoid,515
516,10,0.7135173028165643,0.2909090938893231,0.44729338721795514,0.724999885559082,0.16800000429153442,0.2852173662185669,4,<function sigmoid at 0x7faf18dfb840>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,20,10,0.0,normal,0.001,sigmoid,516
517,25,0.6931981606916948,0.5090909058397467,0.47148496996272693,0.6932910346984863,0.46400000095367433,0.2934524488449097,8,<function relu at 0x7faf18dfb730>,<class 'keras.optimizers.Nadam'>,<function binary_crossentropy at 0x7faf18e49840>,2,30,25,0.2,uniform,0.001,sigmoid,517
